AIRPORT_ID,AIRPORT_NAME,AIRPORT_CITY,AIRPORT_STATE,AIRPORT_COUNTRY,ICAO,LCHG_DATE,RECORD_STATUS,Record_End
03PN,M.P. METALS                                       ,BERWICK               ,PA,  , ,5/7/09,A, 
03PS,ZIGGY'S FIELD                                     ,BELLEFONTE            ,PA,  , ,7/10/02,A, 
03Q ,BOTTIMORE RANCH                                   ,HERALD                ,CA,  , ,1/8/03,I, 
03R ,ARANSAS PASS                                      ,ARANSAS PASS          ,TX,  , ,6/2/89,A, 
03S ,SANDY RIVER                                       ,SANDY                 ,OR,  , ,6/2/89,A, 
03SC,SEACOAST MEDICAL CENTER                           ,LITTLE RIVER          ,SC,  , ,7/17/02,A, 
03T ,GAY HILL FARM                                     ,GAY HILL              ,TX,  , ,10/2/02,I, 
03TA,MIDLAND MEMORIAL HOSPITAL                         ,MIDLAND               ,TX,  , ,3/19/13,A, 
03TE,BARRONENA RANCH                                   ,HEBBRONVILLE          ,TX,  , ,7/17/02,A, 
03TN,EAGLES LANDING                                    ,SEVIERVILLE           ,TN,  , ,7/17/02,A, 
03TS,SHANNON MEDICAL CENTER                            ,SAN ANGELO            ,TX,  , ,10/3/94,A, 
03TX,M D K FIELD                                       ,PEARLAND              ,TX,  , ,6/7/91,A, 
03U ,GEYSER RANCH                                      ,ELY/PIOCHE            ,NV,  , ,10/2/02,I, 
03UT,A Z MINERALS CORPORATION                          ,MEXICAN HAT           ,UT,  , ,10/31/02,A, 
03V ,SAN LUIS                                          ,SAN LUIS              ,CO,  , ,6/3/03,I, 
03VA,SPOTSYLVANIA REGIONAL MEDICAL CENTER              ,FREDERICKSBURG        ,VA,  , ,5/26/10,A, 
03W ,LEE CREEK                                         ,AURORA                ,NC,  , ,2/16/06,I, 
03WA,SPANGLE FIELD                                     ,SPANGLE               ,WA,  , ,6/2/89,A, 
03WI,ZINK                                              ,BERLIN                ,WI,  , ,7/28/14,I, 
03WN,AEROSTONE RANCH                                   ,GOLDENDALE            ,WA,  , ,1/23/07,A, 
03WT,LOPEZ MEDICAL CLINIC                              ,LOPEZ ISLAND          ,WA,  , ,11/19/12,A, 
03WY,OTTER CREEK RANCH                                 ,TEN SLEEP             ,WY,  , ,12/19/13,I, 
03X ,EMERGENCY                                         ,MIAMI BEACH           ,FL,  , ,10/2/02,I, 
03XA,DEL SOL MEDICAL CENTER                            ,EL PASO               ,TX,  , ,11/19/12,A, 
03XS,CREEKSIDE                                         ,MERTZON               ,TX,  , ,8/4/03,A, 
03Y ,HALLOCK MUNI                                      ,HALLOCK               ,MN,  ,N,2/16/01,I, 
04A ,FRANK SIKES                                       ,LUVERNE               ,AL,  , ,6/2/89,A, 
04AK,LINDA CREEK                                       ,WISEMAN               ,AK,  , ,10/2/02,I, 
04AL,ANNISTON AHP (ANNISTON ARMY DEPOT)                ,ANNISTON              ,AL,  , ,5/29/02,A, 
04AR,SALINE MEMORIAL HOSPITAL                          ,BENTON                ,AR,  , ,5/29/02,A, 
04AZ,CHINLE                                            ,CHINLE                ,AZ,  , ,5/7/09,I, 
04CA,GRAY BUTTE FIELD                                  ,PALMDALE              ,CA,  , ,11/19/12,A, 
04CL,HUNT'S SKY RANCH                                  ,JULIAN                ,CA,  , ,6/4/02,A, 
04CO,DENVER WATER DEPARTMENT                           ,DENVER                ,CO,  , ,11/20/02,I, 
04CT,SHINGLE MILL                                      ,HARWINTON             ,CT,  , ,6/26/06,A, 
04D ,CERES                                             ,CERES                 ,PA,  , ,10/2/02,I, 
04F ,DE LEON MUNI                                      ,DE LEON               ,TX,  , ,7/28/14,I, 
04FA,RICHARDS FIELD                                    ,HOMESTEAD             ,FL,  , ,6/4/02,A, 
04FD,HALL FARM                                         ,BRANFORD              ,FL,  , ,10/27/05,I, 
04FL,CROSS CREEK FARMS                                 ,ORMOND                ,FL,  , ,12/3/90,A, 
04G ,LANSDOWNE                                         ,YOUNGSTOWN            ,OH,  , ,6/2/89,A, 
04GA,SULLIVAN'S FARM                                   ,MOULTRIE              ,GA,  , ,10/2/02,I, 
04H ,HERREN                                            ,TIMEWELL              ,IL,  , ,10/2/02,I, 
04I ,COLUMBUS SOUTHWEST                                ,COLUMBUS              ,OH,  , ,6/2/89,A, 
04IA,MIDDLEKOOP                                        ,PACKWOOD              ,IA,  , ,6/11/02,A, 
04ID,LANHAM FIELD                                      ,EMMETT                ,ID,  , ,10/31/02,A, 
04II,TURKEY RUN                                        ,NEW HAVEN             ,IN,  , ,6/2/89,A, 
04IL,SCHERTZ AERIAL SERVICE - HUDSON                   ,HUDSON                ,IL,  , ,8/6/04,A, 
04IN,LAKE GAGE                                         ,ANGOLA                ,IN,  , ,10/25/07,A, 
04IS,VAN GORDER                                        ,MANSFIELD             ,IL,  , ,6/2/89,A, 
04J ,DARLINGTON COUNTY                                 ,DARLINGTON            ,SC,  , ,6/2/89,A, 
04KS,ROBINSON INDUSTRIES                               ,LAWRENCE              ,KS,  , ,3/19/13,I, 
04KY,NATCHEZ TRACE FARM                                ,HISEVILLE             ,KY,  , ,6/27/02,A, 
04L ,CONOVER AIR LODGE                                 ,FRAZIER PARK          ,CA,  , ,10/2/02,I, 
04LA,ST JAMES                                          ,LUTCHER               ,LA,  , ,5/26/10,A, 
04LL,BRUNNER                                           ,WEST DUNDEE           ,IL,  , ,7/28/14,I, 
04LS,LA NATIONAL GUARD                                 ,BATON ROUGE           ,LA,  , ,8/4/03,A, 
04M ,CALHOUN COUNTY                                    ,PITTSBORO             ,MS,  , ,7/2/02,A, 
04MA,GODDARD                                           ,HAVERHILL             ,MA,  , ,6/26/06,A, 
04MD,CHESAPEAKE CITY                                   ,CHESAPEAKE CITY       ,MD,  , ,10/31/02,A, 
04ME,BEECH HILL                                        ,MERCER                ,ME,  , ,6/26/06,A, 
04MI,RAPIDS AIRWAY                                     ,EATON RAPIDS          ,MI,  , ,6/2/89,A, 
04MN,HELBLAD                                           ,KELLIHER              ,MN,  , ,4/15/92,A, 
04MO,AIRPARK PVT                                       ,VANDALIA              ,MO,  , ,11/19/12,I, 
04MS,NICK'S FLYING SERVICE INC                         ,ROLLING FORK          ,MS,  , ,7/2/02,A, 
04MT,PLUHAR                                            ,COHAGEN               ,MT,  , ,7/2/02,A, 
04N ,MARLBORO ARPT INC                                 ,MARLBORO              ,NY,  , ,10/2/02,I, 
04NC,WAKEMED CARY HOSPITAL                             ,CARY                  ,NC,  , ,8/15/11,A, 
04ND,HAHN FIELD                                        ,EMBDEN                ,ND,  , ,3/31/03,I, 
04NE,MC CONNELL FIELD                                  ,SARBEN                ,NE,  , ,6/2/89,A, 
04NJ,EMMANUEL                                          ,ELMER                 ,NJ,  , ,6/2/89,A, 
04NR,MCGEE 04                                          ,JACKSONVILLE          ,NC,  , ,8/15/11,A, 
04NV,KINGSTON RANCH                                    ,SANDY VALLEY          ,NV,  , ,7/9/02,A, 
04NY,KLAVERACK                                         ,HUDSON                ,NY,  , ,2/22/95,A, 
04OG,TEUFEL                                            ,FOREST GROVE          ,OR,  , ,5/26/10,A, 
04OH,BOSSOW                                            ,GARRETTSVILLE         ,OH,  , ,5/2/13,I, 
04OI,HERR II                                           ,GRAND RAPIDS          ,OH,  , ,1/28/03,I, 
04OK,STILLWATER MEDICAL CENTER                         ,STILLWATER            ,OK,  , ,6/2/89,A, 
04OR,COLLINS LANDING STRIP                             ,MITCHELL              ,OR,  , ,6/2/89,A, 
04PA,S & C DISTRIBUTION CENTER                         ,PHILADELPHIA          ,PA,  , ,6/2/89,A, 
04PN,STRAWBRIDGE & CLOTHIER EXTON                      ,EXTON                 ,PA,  , ,6/2/89,A, 
04PS,SCHNEIDERS FIELD                                  ,REVERE                ,PA,  , ,10/27/05,I, 
04Q ,CHRISTENSEN RANCH                                 ,HOLLISTER             ,CA,  , ,1/8/03,I, 
04S ,JOYE RANCH                                        ,SMILEY                ,TX,  , ,10/2/02,I, 
04SC,EMERGENCY HELIPAD                                 ,EASLEY                ,SC,  , ,12/11/02,A, 
04T ,FLY-N-FISH LODGE                                  ,UNCERTAIN             ,TX,  , ,12/22/03,I, 
04TA,CAPITOL NATIONAL BANK BUILDING                    ,AUSTIN                ,TX,  , ,6/2/89,A, 
04TE,VETERANS AFFAIRS MEDICAL CENTER                   ,HOUSTON               ,TX,  , ,7/17/02,A, 
04TN,HENSLEY AIRPARK                                   ,CHUCKEY               ,TN,  , ,7/17/02,A, 
04TS,HUMMINGBIRD                                       ,HUTTO                 ,TX,  , ,6/2/89,A, 
04TX,POCOCK                                            ,CHINA SPRING          ,TX,  , ,11/21/92,A, 
04U ,KIRKEBY RANCH                                     ,ELY                   ,NV,  , ,10/2/02,I, 
04UT,NAVAJO MOUNTAIN                                   ,NAVAJO MOUNTAIN TRDNG ,UT,  , ,3/10/11,A, 
04V ,SAGUACHE MUNI                                     ,SAGUACHE              ,CO,  , ,6/2/89,A, 
04VA,RUSSELL COUNTY MEDICAL CENTER                     ,LEBANON               ,VA,  , ,8/28/09,A, 
04VG,MANQUIN FLIGHT PARK                               ,MANQUIN               ,VA,  , ,2/19/04,A, 
04VT,LIGHTNING BOLT FIELD                              ,CABOT                 ,VT,  , ,11/17/06,A, 
04W ,FIELD OF DREAMS                                   ,HINCKLEY              ,MN,  , ,11/24/04,A, 
04WA,OX MEADOWS                                        ,SPOKANE               ,WA,  , ,6/2/89,A, 
04WI,DUTCH GAP AIRSTRIP                                ,BRISTOL               ,WI,  , ,6/2/89,A, 
04WN,STILLWATER CREEK                                  ,ROYAL CITY            ,WA,  , ,5/10/07,A, 
04WV,WEST VIRGINIA UNIV. HOSP. INC. GND. PAD #2        ,MORGANTOWN            ,WV,  , ,2/19/04,A, 
04WY,THRUSH RANCH                                      ,WESTON                ,WY,  , ,8/6/04,I, 
04X ,DORAL OCEAN BEACH RESORT                          ,MIAMI BEACH           ,FL,  , ,10/2/02,I, 
04XA,RICHARDSON RGNL - CAMPBELL ROAD                   ,RICHARDSON            ,TX,  , ,11/19/12,A, 
04XS,SCHMIDTS                                          ,MANSFIELD             ,TX,  , ,7/28/14,A, 
04Y ,HAWLEY MUNI                                       ,HAWLEY                ,MN,  , ,6/2/89,A, 
05A ,CASCABEL AIR PARK                                 ,TUCSON                ,AZ,  , ,11/24/04,I, 
05AK,WASILLA CREEK AIRPARK                             ,PALMER                ,AK,  , ,5/29/02,A, 
05AL,ALLEN STAGEFIELD AHP                              ,FORT RUCKER/WICKSBURG ,AL,  , ,10/31/02,A, 
05AR,OZARK SKIES AIRPARK                               ,KINGSTON              ,AR,  , ,9/26/08,A, 
05AZ,YUMA RGNL MEDICAL CENTER                          ,YUMA                  ,AZ,  , ,9/28/06,A, 
05B ,VAN BUREN                                         ,VAN BUREN             ,ME,  , ,6/26/06,A, 
05C ,GRIFFITH-MERRILLVILLE                             ,GRIFFITH              ,IN,  , ,6/9/92,A, 
05CA,LOST HILLS SHERIFF'S STATION                      ,CALABASAS             ,CA,  , ,10/23/91,A, 
05CL,POPE VALLEY                                       ,POPE VALLEY           ,CA,  , ,6/4/02,A, 
05CO,RANCHO DE AEREO                                   ,MEAD                  ,CO,  , ,6/2/89,A, 
05CT,O AND G                                           ,TORRINGTON            ,CT,  , ,6/26/06,A, 
05D ,NEW TOWN MUNI                                     ,NEW TOWN              ,ND,  , ,6/2/89,A, 
05E ,RANTA STRIP                                       ,MORRISTOWN            ,AZ,  , ,10/2/02,I, 
05F ,CITY-COUNTY                                       ,GATESVILLE            ,TX,  , ,11/27/06,I, 
05FA,MELANIE'S                                         ,FLORALA               ,FL,  , ,2/23/12,A, 
05FD,AVENTURA                                          ,NORTH MIAMI BEACH     ,FL,  , ,7/9/91,A, 
05FL,CHARLTON STRIP                                    ,LA BELLE              ,FL,  , ,6/4/02,A, 
05G ,WILLIAMS FIELD                                    ,SANDUSKY              ,MI,  , ,10/2/02,I, 
05GA,RAJU                                              ,RICHLAND              ,GA,  , ,1/23/03,A, 
05IA,SPOTTS FIELD                                      ,NORA SPRINGS          ,IA,  , ,6/11/02,A, 
05ID,RUNNING CREEK RANCH                               ,GRANGEVILLE           ,ID,  , ,10/31/02,A, 
05II,REICHHART                                         ,NEW HAVEN             ,IN,  , ,7/26/10,I, 
05IL,CLASSIC LANDINGS                                  ,BONFIELD              ,IL,  , ,7/1/93,A, 
05IN,COOPER                                            ,BELLEVILLE            ,IN,  , ,6/11/02,A, 
05IS,HARDY                                             ,MOUNT AUBURN          ,IL,  , ,8/15/11,I, 
05J ,BONNER FIELD                                      ,ROBERTSDALE           ,AL,  , ,10/31/03,I, 
05KS,DARBRO FIELD                                      ,ELK CITY              ,KS,  , ,6/27/02,A, 
05KY,CARTERSVILLE                                      ,BEREA                 ,KY,  , ,9/28/06,A, 
05L ,HUGHES-FULLERTON (GROUND LEVEL)                   ,FULLERTON             ,CA,  , ,10/2/02,I, 
05LA,GREG'S FLYING SERVICE                             ,BASKIN                ,LA,  , ,1/22/93,A, 
05LL,MIDWEST                                           ,WILLOWBROOK           ,IL,  , ,6/2/89,A, 
05LS,GRASS ROOTS                                       ,ALEXANDRIA            ,LA,  , ,6/10/04,A, 
05M ,PAULS VALLEY GENERAL HOSPITAL                     ,PAULS VALLEY          ,OK,  ,N,3/15/07,I, 
05MA,BENTLEY                                           ,IPSWICH               ,MA,  , ,6/26/06,A, 
05MD,BREEZECROFT                                       ,CHESTERTOWN           ,MD,  , ,10/31/02,A, 
05ME,DRISKO                                            ,JONESBORO             ,ME,  , ,6/26/06,A, 
05MI,OAKWOOD HERITAGE HOSPITAL                         ,TAYLOR                ,MI,  , ,4/26/11,A, 
05MN,SOWIEJA                                           ,FARMINGTON            ,MN,  , ,6/8/06,I, 
05MO,PORTAGEVILLE COMMUNITY                            ,PORTAGEVILLE          ,MO,  , ,11/19/12,I, 
05MS,VA MEDICAL CENTER JACKSON                         ,JACKSON               ,MS,  , ,7/26/10,I, 
05MT,SPORTSMANS FIELD                                  ,ENNIS                 ,MT,  , ,1/23/07,I, 
05N ,SOUTH OAKS AERODROME                              ,WINTERVILLE           ,NC,  , ,11/19/12,A, 
05NC,DEAD COW FIELD                                    ,BEAUFORT              ,NC,  , ,5/2/13,A, 
05ND,KLESSIG STRIP                                     ,GALESBURG             ,ND,  , ,3/31/03,I, 
05NE,MC KAY                                            ,SPALDING              ,NE,  , ,6/2/89,A, 
05NH,STUMPFIELD                                        ,KENSINGTON            ,NH,  , ,6/26/06,A, 
